SalesID,DateKey,CustomerKey,ProductKey,StoreKey,EmployeeKey,PromotionKey,Quantity,UnitPrice,Discount,SalesAmount,Cost,Profit,Performance
476,20230210,1790,228,22,218,36,2,1199.0,0.1,2158.2,1702.58,455.62,Good
490,20230722,3175,277,50,13,1,3,179.0,0.0,537.0,336.16,200.84,Excellent
491,20230225,3898,407,37,19,7,1,628.6,0.2,502.88,480.88,22.0,Poor
492,20231031,308,283,13,194,9,3,1324.98,0.3,2782.46,2623.46,159.0,Poor
493,20231011,3026,489,27,21,1,1,2208.3,0.0,2208.3,1594.39,613.91,Good
497,20231023,1838,612,5,78,1,1,899.0,0.0,899.0,607.72,291.28,Excellent
499,20231109,191,686,27,6,1,2,749.0,0.0,1498.0,1057.59,440.41,Good
503,20231212,3290,519,46,3,15,2,349.0,0.15,593.3,396.46,196.84,Excellent
505,20230908,4765,131,22,62,12,2,781.65,0.05,1485.14,1147.46,337.68,Good
507,20230827,4264,328,14,238,38,2,1299.0,0.25,1948.5,1774.43,174.07,Average
515,20230628,1395,264,44,170,1,2,4758.3,0.0,9516.6,6528.39,2988.21,Excellent
521,20231016,4991,36,3,3,7,1,499.0,0.2,399.2,329.34,69.86,Average
535,20230112,3957,484,13,89,1,1,2643.85,0.0,2643.85,1800.46,843.39,Excellent
537,20230406,2925,420,2,201,1,1,2101.05,0.0,2101.05,1659.83,441.22,Good
538,20231026,1749,94,38,222,1,1,598.8,0.0,598.8,449.7,149.1,
547,20230720,3298,699,5,83,1,1,999.0,0.0,999.0,779.22,219.78,Good
548,20231216,4482,412,20,24,1,4,2248.75,0.0,8995.0,6764.24,2230.76,Good
549,20230319,1744,316,30,109,1,1,699.0,0.0,699.0,474.62,224.38,Excellent
556,20230917,3901,434,15,176,40,1,868.55,0.18,712.21,540.24,171.97,Good
557,20231120,1185,653,11,187,1,2,279.0,0.0,558.0,413.48,144.52,Good
575,20230316,4022,431,34,122,1,1,2463.55,0.0,2463.55,1739.27,724.28,Good
584,20230717,379,407,40,171,1,1,628.6,0.0,628.6,480.88,147.72,Good
594,20230927,445,335,3,110,14,3,1799.1,0.1,4857.57,3065.67,1791.9,Excellent
595,20231126,4611,148,12,145,36,1,2643.85,0.1,2379.46,1945.87,433.59,Good
597,20230901,2735,511,50,159,28,1,861.35,0.1,775.22,521.98,253.24,Excellent
598,20230501,2879,509,12,206,34,1,2753.55,0.22,2147.77,1842.12,305.65,Average
601,20230101,4016,184,31,234,1,1,1303.55,0.0,1303.55,960.72,342.83,Good
605,20230619,3896,279,18,64,1,1,908.7,0.0,908.7,506.15,402.55,Excellent
608,20230808,3873,112,22,5,1,1,811.25,0.0,811.25,543.54,267.71,Excellent
615,20231013,3611,486,42,199,1,1,973.7,0.0,973.7,676.72,296.98,Excellent
618,20230414,2523,677,23,209,1,2,169.0,0.0,338.0,216.66,121.34,Excellent
619,20230719,1673,74,47,167,7,2,649.0,0.2,1038.4,750.24,288.16,Good
630,20230905,778,680,22,227,38,2,199.0,0.25,298.5,245.57,52.93,Average
636,20230920,2076,344,32,4,26,2,179.0,0.12,315.04,274.23,40.81,Average
646,20230103,687,182,42,125,1,3,2050.92,0.0,6152.76,4300.78,1851.98,Excellent
650,20230719,1310,412,3,229,9,2,2248.75,0.3,3148.25,3382.12,-233.87,Poor
654,20230618,2224,77,4,20,1,1,355.98,0.0,355.98,270.19,85.79,Good
666,20230117,4947,334,23,235,36,2,99.99,0.1,179.98,156.78,23.2,Average
667,20230326,4862,136,46,219,32,4,3899.0,0.2,12476.8,12242.86,233.94,Poor
668,20230902,1919,464,1,146,1,1,2988.7,0.0,2988.7,2047.26,941.44,Excellent
669,20230318,2124,570,48,246,39,2,1299.0,0.35,1688.7,1826.39,-137.69,Poor
672,20230301,4454,14,42,234,1,1,1619.1,0.0,1619.1,892.12,726.98,Excellent
673,20230604,3786,240,7,230,1,3,976.35,0.0,2929.05,1613.91,1315.14,Excellent
674,20230415,3041,507,36,48,5,4,861.35,0.1,3100.86,2690.86,410.0,Average
678,20230529,1054,102,27,119,1,1,2608.55,0.0,2608.55,1515.57,1092.98,Excellent
679,20231128,944,664,46,130,1,1,399.0,0.0,399.0,247.78,151.22,Excellent
680,20230301,3442,390,29,161,23,2,1078.8,0.2,1726.08,1506.0,220.08,Average
681,20230305,1565,557,46,77,1,1,1299.0,0.0,1299.0,779.4,519.6,Excellent
691,20231118,239,102,35,33,1,1,2608.55,0.0,2608.55,1515.57,1092.98,Excellent
697,20230102,4502,510,3,236,19,2,306.6,0.22,478.3,486.27,-7.97,Poor
701,20231126,4082,510,35,28,1,1,306.6,0.0,306.6,243.13,63.47,Good
706,20230417,4017,22,38,130,14,1,699.0,0.1,629.1,466.23,162.87,Good
710,20230529,2146,591,14,2,36,4,1299.0,0.1,4676.4,2961.72,1714.68,Excellent
711,20230430,1013,563,5,72,1,1,249.0,0.0,249.0,197.96,51.04,Good
714,20230414,646,557,5,56,21,1,1299.0,0.1,1169.1,779.4,389.7,Excellent
715,20230531,3447,684,24,18,23,3,479.0,0.2,1149.6,1013.08,136.52,Average
725,20230407,3839,142,14,127,1,1,463.32,0.0,463.32,366.49,96.83,Good
735,20230816,1116,314,33,33,1,1,849.0,0.0,849.0,499.21,349.79,Excellent
751,20231124,2599,437,34,42,1,2,2068.85,0.0,4137.7,3037.07,1100.63,Good
752,20230913,4188,15,49,194,1,3,2173.55,0.0,6520.65,4681.83,1838.82,Good
760,20230902,9,28,28,44,1,2,376.65,0.0,753.3,529.57,223.73,Good
761,20230409,4086,658,15,120,1,2,999.0,0.0,1998.0,1300.7,697.3,
762,20231023,4588,189,34,87,14,1,2391.05,0.1,2151.95,1786.11,365.84,Average
766,20230414,2598,77,49,9,1,1,355.98,0.0,355.98,270.19,85.79,Good
768,20230921,3193,5,12,76,1,1,249.0,0.0,249.0,187.25,61.75,Good
769,20230414,192,464,9,39,1,1,2988.7,0.0,2988.7,2047.26,941.44,Excellent
772,20231210,621,111,2,45,10,3,2173.55,0.1,5868.59,4192.78,1675.81,Good
774,20230522,3042,384,31,26,1,1,79.79,0.0,79.79,53.86,25.93,Excellent
775,20230117,2499,58,19,33,39,2,838.6,0.35,1090.18,1261.25,-171.07,
780,20230831,303,139,4,128,1,5,1599.0,0.0,7995.0,5836.35,2158.65,Good
798,20231001,3833,260,22,35,1,1,1186.92,0.0,1186.92,707.4,479.52,Excellent
799,20230326,2569,568,14,2,6,1,599.0,0.25,449.25,456.44,-7.19,Poor
804,20230802,2202,368,39,89,1,1,69.0,0.0,69.0,41.06,27.94,Excellent
815,20230309,2942,140,35,118,35,2,274.8,0.15,467.16,381.97,85.19,Good
817,20230101,915,138,22,177,13,2,1099.0,0.4,1318.8,1690.26,-371.46,Poor
818,20230601,1418,679,4,182,1,4,69.0,0.0,276.0,188.78,87.22,Excellent
822,20230927,2759,569,49,214,10,3,1599.0,0.1,4317.3,3449.04,868.26,Good
825,20230503,233,551,11,36,1,1,599.0,0.0,599.0,400.73,198.27,Excellent
826,20230314,2770,334,46,69,3,4,99.99,0.3,279.97,313.57,-33.6,Poor
828,20230330,664,373,13,124,1,3,670.88,0.0,2012.64,1217.65,794.99,Excellent
833,20230929,1486,501,48,37,1,3,1299.0,0.0,3897.0,2692.83,1204.17,Excellent
839,20230525,3678,549,45,118,1,1,999.0,0.0,999.0,620.38,378.62,Excellent
843,20231017,3930,482,47,201,1,1,2249.1,0.0,2249.1,1648.59,600.51,Good
852,20231213,1693,569,49,235,35,1,1599.0,0.15,1359.15,1149.68,209.47,Average
857,20231114,3151,297,41,86,10,1,2548.3,0.1,2293.47,1911.22,382.25,Average
859,20231115,990,367,10,94,16,1,2028.55,0.12,1785.12,1184.67,600.45,Excellent
861,20231130,276,56,12,52,1,2,1699.0,0.0,3398.0,1947.05,1450.95,Excellent
864,20230921,2644,249,31,41,1,4,193.32,0.0,773.28,542.84,230.44,Good
873,20230516,1590,682,43,234,18,1,2499.0,0.3,1749.3,1801.78,-52.48,Poor
875,20230415,4239,658,39,249,1,1,999.0,0.0,999.0,650.35,348.65,Excellent
879,20231205,3682,380,23,17,7,2,554.49,0.2,887.18,653.19,233.99,Good
881,20231030,4415,227,7,101,30,1,249.0,0.18,204.18,140.68,63.5,
889,20230810,815,36,46,117,30,3,499.0,0.18,1227.54,988.02,239.52,Good
896,20230318,4016,505,40,236,1,1,723.55,0.0,723.55,544.83,178.72,Good
898,20230624,3464,253,41,41,1,2,1298.7,0.0,2597.4,1916.88,680.52,Good
899,20231107,2579,605,24,50,26,1,1449.0,0.12,1275.12,1072.26,202.86,Average
905,20230729,4612,635,11,225,1,5,69.0,0.0,345.0,245.64,99.36,Good
909,20231027,3549,455,25,14,1,1,418.8,0.0,418.8,242.9,175.9,Excellent
910,20230314,3779,28,18,182,1,1,376.65,0.0,376.65,264.78,111.87,Good
919,20230506,3492,317,18,227,1,2,3248.7,0.0,6497.4,4106.36,2391.04,Excellent
932,20231121,4530,113,7,107,40,2,111.18,0.18,182.34,133.64,48.7,Good
945,20230804,1961,95,23,58,1,1,752.7,0.0,752.7,502.8,249.9,Excellent
947,20230424,3938,592,48,124,9,3,1599.0,0.3,3357.9,3679.3,-321.4,Poor
953,20231124,4880,526,28,118,33,4,1263.85,0.12,4448.75,4008.93,439.82,Average
957,20230104,2677,483,1,226,12,1,1018.8,0.05,967.86,612.3,355.56,Excellent
959,20230407,3520,187,10,241,1,1,399.0,0.0,399.0,313.22,85.78,Good
960,20230424,3406,420,34,20,1,1,2101.05,0.0,2101.05,1659.83,441.22,Good
969,20231010,2139,444,48,58,36,1,579.0,0.1,521.1,337.56,183.54,Excellent
975,20230613,2286,580,16,92,7,1,1199.0,0.2,959.2,854.89,104.31,Average
987,20230831,1498,532,25,145,1,5,1953.85,0.0,9769.25,5636.86,4132.39,
989,20230512,1858,140,41,99,3,1,274.8,0.3,192.36,190.99,1.37,Poor
991,20230921,3131,677,25,158,30,1,169.0,0.18,138.58,108.33,30.25,Good
997,20231019,1810,344,26,13,1,1,179.0,0.0,179.0,137.11,41.89,Good
1001,20230418,2983,165,50,29,9,3,1086.05,0.3,2280.7,2515.29,-234.59,Poor
1007,20231230,1877,25,18,13,1,1,1099.0,0.0,1099.0,862.72,236.28,Good
1017,20231029,4384,192,41,129,1,1,100.98,0.0,100.98,73.51,27.47,Good
1022,20230313,4048,219,31,67,1,1,1099.0,0.0,1099.0,820.95,278.05,Good
1025,20230721,2378,335,37,227,3,4,1799.1,0.3,5037.48,4087.56,949.92,Good
1027,20230210,1603,457,18,101,1,1,488.6,0.0,488.6,331.27,157.33,Excellent
1028,20231001,3649,510,28,66,1,4,306.6,0.0,1226.4,972.54,253.86,Good
1040,20230219,2060,41,21,16,21,1,3123.75,0.1,2811.38,2202.24,609.14,Good
1041,20230822,2402,454,19,121,13,4,1513.99,0.4,3633.58,3542.74,90.84,Poor
1042,20230211,2541,163,39,165,1,4,838.8,0.0,3355.2,1986.28,1368.92,Excellent
1047,20230106,3080,679,27,9,24,2,69.0,0.2,110.4,94.39,16.01,Average
1053,20230926,3887,367,7,112,1,1,2028.55,0.0,2028.55,1184.67,843.88,
1058,20230701,3503,346,9,116,16,1,334.8,0.12,294.62,206.91,87.71,Good
1059,20231213,2520,274,12,150,1,4,1348.65,0.0,5394.6,3344.65,2049.95,Excellent
1060,20231106,3605,557,2,183,1,3,1299.0,0.0,3897.0,2338.2,1558.8,Excellent
1074,20231013,1164,253,4,86,4,5,1298.7,0.2,5194.8,4792.2,402.6,Poor
1077,20231114,4439,222,27,52,1,1,1299.0,0.0,1299.0,843.05,455.95,
1079,20231002,1453,464,39,236,17,1,2988.7,0.18,2450.73,2047.26,403.47,Average
1084,20231203,4086,46,15,56,4,2,70.38,0.2,112.61,101.77,10.84,Average
1085,20231112,3649,166,1,1,1,1,2563.65,0.0,2563.65,1927.86,635.79,Good
1088,20231020,3787,460,21,8,1,1,655.49,0.0,655.49,492.93,162.56,Good
1106,20230318,100,411,6,226,14,1,2299.0,0.1,2069.1,1652.98,416.12,Good
1109,20230814,2007,138,25,26,1,2,1099.0,0.0,2198.0,1690.26,507.74,Good
1118,20230829,1139,233,30,69,5,2,429.0,0.1,772.2,490.78,281.42,Excellent
1129,20230515,2968,680,32,186,1,2,199.0,0.0,398.0,245.57,152.43,Excellent
1134,20230527,31,143,30,135,1,1,399.0,0.0,399.0,235.01,163.99,Excellent
1137,20230803,954,193,20,239,1,2,873.75,0.0,1747.5,1120.15,627.35,Excellent
1151,20230910,1656,435,33,105,1,2,1078.92,0.0,2157.84,1717.64,440.2,Good
1154,20230716,611,143,4,20,1,1,399.0,0.0,399.0,235.01,163.99,Excellent
1161,20230601,2327,145,49,193,2,2,99.0,0.15,168.3,112.07,56.23,Excellent
1164,20231119,2431,650,8,45,1,1,1099.0,0.0,1099.0,766.0,333.0,Excellent
1175,20230610,1601,122,37,76,1,2,49.98,0.0,99.96,57.58,42.38,Excellent
1178,20231105,2330,589,21,47,1,2,699.0,0.0,1398.0,933.86,464.14,Excellent
1182,20231225,3151,698,27,28,3,1,1099.0,0.3,769.3,638.52,130.78,Average
1185,20230820,3110,183,45,127,1,2,1608.85,0.0,3217.7,2007.84,1209.86,Excellent
1190,20231020,4946,69,35,45,21,2,1623.75,0.1,2922.75,2182.32,740.43,Good
1192,20230326,741,23,7,249,1,5,1294.92,0.0,6474.6,3748.79,2725.81,Excellent
1194,20231224,2855,189,48,221,20,2,2391.05,0.15,4064.79,3572.23,492.56,Average
1196,20230707,524,243,40,107,1,1,1448.55,0.0,1448.55,1087.86,360.69,Good
1200,20230518,4731,540,41,104,1,3,1953.85,0.0,5861.55,4642.35,1219.2,Good
1201,20230430,3692,346,47,95,19,1,334.8,0.22,261.14,206.91,54.23,Good
1203,20231129,3226,117,47,208,1,2,2220.99,0.0,4441.98,3384.79,1057.19,Good
1205,20231023,1118,19,37,145,1,1,778.8,0.0,778.8,456.38,322.42,
1212,20230717,174,380,5,121,28,3,554.49,0.1,1497.12,979.78,517.34,Excellent
1219,20231229,2254,491,13,55,3,1,1146.15,0.3,802.3,775.94,26.36,Poor
1222,20230225,2305,471,26,73,1,1,49.0,0.0,49.0,37.78,11.22,Good
1234,20230707,4738,554,13,122,8,2,999.0,0.35,1298.7,1470.53,-171.83,Poor
1244,20230426,1243,583,1,160,9,2,299.0,0.3,418.6,437.14,-18.54,Poor
1247,20230524,1169,52,16,100,21,4,2548.3,0.1,9173.88,5759.16,3414.72,Excellent
1248,20230601,3374,142,42,150,1,3,463.32,0.0,1389.96,1099.46,290.5,Good
1259,20231027,1342,229,11,71,8,1,1666.35,0.35,1083.13,1191.44,-108.31,Poor
1262,20230111,577,522,31,162,21,1,538.65,0.1,484.78,355.51,129.27,Good
1268,20230411,3462,363,36,194,1,2,1883.55,0.0,3767.1,2399.64,1367.46,Excellent
1283,20230516,1083,225,29,198,11,1,629.1,0.25,471.83,405.14,66.69,Average
1287,20230411,654,519,5,194,33,1,349.0,0.12,307.12,198.23,108.89,Excellent
1290,20230330,2971,181,5,37,32,2,2242.98,0.2,3588.77,3041.48,547.29,Average
1294,20230401,3502,26,1,49,1,4,549.0,0.0,2196.0,1429.6,766.4,Excellent
1296,20230920,3495,478,14,171,17,5,1499.0,0.18,6145.9,5164.05,981.85,Average
1300,20230914,1527,665,27,229,25,2,299.0,0.28,430.56,448.5,-17.94,Poor
1303,20231018,860,636,30,40,1,2,1999.0,0.0,3998.0,2518.74,1479.26,Excellent
1308,20230106,2789,471,33,153,1,1,49.0,0.0,49.0,37.78,11.22,Good
1312,20230513,1826,641,2,84,24,1,1499.0,0.2,1199.2,899.4,299.8,Good
1318,20230807,2121,368,5,200,1,1,69.0,0.0,69.0,41.06,27.94,Excellent
1319,20231201,1637,378,6,154,1,1,1723.85,0.0,1723.85,1325.64,398.21,
1323,20231107,4883,622,12,73,1,1,999.0,0.0,999.0,655.34,343.66,Excellent
1324,20230130,320,5,13,91,1,2,249.0,0.0,498.0,374.5,123.5,Good
1327,20230913,2332,446,42,213,39,4,247.32,0.35,643.03,782.52,-139.49,Poor
1339,20231103,1927,302,45,213,17,3,182.58,0.18,449.15,373.56,75.59,Average
1341,20230912,2813,225,15,7,1,1,629.1,0.0,629.1,405.14,223.96,Excellent
1347,20230623,4511,644,46,40,28,1,499.0,0.1,449.1,326.85,122.25,Good
1348,20231013,4972,41,22,50,8,1,3123.75,0.35,2030.44,2202.24,-171.8,Poor
1353,20231113,4469,129,22,135,1,1,449.0,0.0,449.0,294.1,154.9,Excellent
1359,20231109,1883,279,11,180,1,2,908.7,0.0,1817.4,1012.29,805.11,Excellent
1379,20231208,3860,177,12,236,25,2,2068.85,0.28,2979.14,2565.37,413.77,Average
1390,20230112,1163,479,30,203,1,1,1593.55,0.0,1593.55,1263.69,329.86,Good
1391,20231105,3574,645,18,121,21,5,1799.0,0.1,8095.5,7007.1,1088.4,Average
1396,20230429,2908,458,36,238,1,2,2499.0,0.0,4998.0,3388.64,1609.36,Excellent
1399,20230824,2511,298,46,179,12,1,2028.55,0.05,1927.12,1296.24,630.88,Excellent
1405,20231017,2174,327,13,111,14,1,712.98,0.1,641.68,507.64,134.04,Good
1407,20230712,4997,431,36,151,36,1,2463.55,0.1,2217.2,1739.27,477.93,Good
1413,20230819,265,672,40,129,17,1,99.0,0.18,81.18,68.41,12.77,
1417,20230819,726,219,47,212,28,1,1099.0,0.1,989.1,820.95,168.15,Average
1425,20230319,4155,193,46,125,24,3,873.75,0.2,2097.0,1680.22,416.78,Good
1430,20230929,2825,19,2,16,11,4,778.8,0.25,2336.4,1825.51,510.89,Good
1431,20230909,521,105,6,98,11,4,1818.6,0.25,5455.8,4190.05,1265.75,Good
1433,20230926,843,113,1,63,1,1,111.18,0.0,111.18,66.82,44.36,Excellent
1435,20231113,2855,77,23,68,29,1,355.98,0.15,302.58,270.19,32.39,Average
1436,20230801,3611,344,46,76,1,2,179.0,0.0,358.0,274.23,83.77,Good
1437,20231211,4844,406,6,95,16,1,1078.65,0.12,949.21,763.68,185.53,Good
1438,20230115,4396,436,6,188,30,1,471.15,0.18,386.34,340.64,45.7,Average
1442,20230727,1654,359,2,154,1,1,2318.55,0.0,2318.55,1490.83,827.72,Excellent
1445,20230112,1902,312,24,135,1,1,139.0,0.0,139.0,106.89,32.11,Good
1455,20230205,1509,253,26,135,22,2,1298.7,0.25,1948.05,1916.88,31.17,Poor
1465,20230412,1841,490,39,127,1,1,799.0,0.0,799.0,596.05,202.95,Good
1466,20230609,3893,327,29,228,1,2,712.98,0.0,1425.96,1015.28,410.68,Good
1475,20230305,944,228,14,40,1,1,1199.0,0.0,1199.0,851.29,347.71,Good
1478,20231023,3182,284,18,8,17,3,179.0,0.18,440.34,368.92,71.42,Average
1480,20230815,3094,48,25,245,1,2,1593.55,0.0,3187.1,2218.22,968.88,Excellent
1481,20230227,1057,17,24,5,1,1,1311.99,0.0,1311.99,911.83,400.16,Excellent
