SalesID,DateKey,CustomerKey,ProductKey,StoreKey,EmployeeKey,PromotionKey,Quantity,UnitPrice,Discount,SalesAmount,Cost,Profit,Performance
186,20210203,1081,580,23,76,1,1,1199.0,0.0,1199.0,854.89,344.11,Good
198,20211013,2071,55,50,54,12,1,718.8,0.05,682.86,405.4,277.46,Excellent
224,20210719,2033,301,17,94,1,1,1593.55,0.0,1593.55,1037.4,556.15,Excellent
233,20210616,914,465,9,56,1,2,162.18,0.0,324.36,178.72,145.64,Excellent
239,20210519,740,7,16,93,1,1,1399.0,0.0,1399.0,1096.82,302.18,Good
243,20210104,384,692,9,196,1,1,799.0,0.0,799.0,553.71,245.29,Excellent
259,20210916,1170,583,12,142,1,1,299.0,0.0,299.0,218.57,80.43,Good
262,20210606,4359,473,7,204,1,4,483.79,0.0,1935.16,1089.5,845.66,Excellent
269,20211123,2761,610,2,83,28,1,1399.0,0.1,1259.1,787.64,471.46,Excellent
272,20210530,3582,96,25,45,29,2,251.49,0.15,427.53,372.71,54.82,Average
278,20210328,4119,130,45,157,1,1,1948.7,0.0,1948.7,1477.11,471.59,Good
280,20210806,1445,25,11,149,25,2,1099.0,0.28,1582.56,1725.43,-142.87,Poor
281,20211202,3434,594,34,241,1,2,1499.0,0.0,2998.0,1648.9,1349.1,Excellent
294,20210501,338,506,33,44,9,1,273.75,0.3,191.62,179.58,12.04,Poor
296,20211111,3830,564,18,137,8,2,249.0,0.35,323.7,364.04,-40.34,Poor
298,20210216,1600,227,43,164,15,1,249.0,0.15,211.65,140.68,70.97,Excellent
308,20211209,1493,236,42,1,1,1,336.15,0.0,336.15,264.55,71.6,Good
311,20210208,665,676,49,156,1,1,109.0,0.0,109.0,72.92,36.08,Excellent
313,20210330,1549,121,30,201,18,2,299.0,0.3,418.6,461.66,-43.06,Poor
317,20210317,452,579,47,98,32,3,1099.0,0.2,2637.6,2228.77,408.83,Average
318,20210106,4232,646,24,234,1,1,1699.0,0.0,1699.0,1073.77,625.23,Excellent
319,20211213,36,606,39,96,1,1,1649.0,0.0,1649.0,1248.29,400.71,Good
322,20210714,2438,133,38,21,30,3,803.85,0.18,1977.47,1683.26,294.21,Average
325,20210601,4812,59,42,136,20,1,1148.85,0.15,976.52,912.19,64.33,Poor
328,20210501,947,579,12,126,9,2,1099.0,0.3,1538.6,1485.85,52.75,Poor
329,20210924,1017,208,26,24,1,5,2298.85,0.0,11494.25,8931.03,2563.22,Good
336,20211225,574,445,47,113,1,1,1428.7,0.0,1428.7,967.23,461.47,Excellent
338,20210428,2481,599,43,191,40,3,1099.0,0.18,2703.54,2027.66,675.88,Good
343,20210810,1676,683,37,102,1,4,799.0,0.0,3196.0,2265.96,930.04,Good
344,20210102,1589,122,27,109,7,1,49.98,0.2,39.98,28.79,11.19,Good
347,20210612,2876,188,6,40,24,2,358.8,0.2,574.08,484.38,89.7,Average
349,20210705,4792,133,4,155,20,3,803.85,0.15,2049.82,1683.26,366.56,Average
364,20210217,3020,480,20,88,8,1,1103.3,0.35,717.14,803.2,-86.06,Poor
366,20211231,1334,281,48,144,1,1,1399.0,0.0,1399.0,994.69,404.31,Good
372,20210802,2190,91,20,117,1,1,1198.8,0.0,1198.8,745.65,453.15,Excellent
375,20210719,4332,344,33,96,1,2,179.0,0.0,358.0,274.23,83.77,Good
381,20210715,76,248,28,129,1,1,1799.0,0.0,1799.0,1423.01,375.99,Good
383,20210722,2657,254,32,64,1,1,1699.0,0.0,1699.0,1077.17,621.83,Excellent
395,20210613,35,224,5,96,1,1,799.0,0.0,799.0,516.15,282.85,Excellent
413,20211119,278,31,38,196,1,1,1723.85,0.0,1723.85,1099.82,624.03,Excellent
417,20210814,513,599,44,7,1,1,1099.0,0.0,1099.0,675.88,423.12,Excellent
425,20211108,1704,235,47,224,1,3,436.25,0.0,1308.75,1014.28,294.47,Good
427,20210427,2943,487,24,55,1,1,69.0,0.0,69.0,54.65,14.35,Good
430,20210419,607,216,9,179,1,1,170.69,0.0,170.69,134.16,36.53,Good
433,20210203,1867,260,47,149,1,1,1186.92,0.0,1186.92,707.4,479.52,Excellent
438,20210116,220,519,34,8,1,1,349.0,0.0,349.0,198.23,150.77,Excellent
439,20210906,1074,41,22,179,1,1,3123.75,0.0,3123.75,2202.24,921.51,Good
441,20210421,1724,394,3,124,1,1,1499.0,0.0,1499.0,1034.31,464.69,Excellent
457,20211222,3972,408,36,112,1,2,814.98,0.0,1629.96,961.68,668.28,Excellent
462,20210530,2009,341,50,120,5,2,2499.0,0.1,4498.2,3093.76,1404.44,Excellent
466,20210717,4448,562,26,243,1,1,799.0,0.0,799.0,591.26,207.74,Good
477,20211128,1851,384,41,106,1,2,79.79,0.0,159.58,107.72,51.86,Excellent
479,20211111,1118,335,13,109,2,2,1799.1,0.15,3058.47,2043.78,1014.69,Excellent
484,20210109,3296,246,10,89,14,1,241.65,0.1,217.48,192.6,24.88,Average
486,20211109,3460,494,16,234,6,1,1168.7,0.25,876.53,739.79,136.74,Average
498,20210502,290,627,33,156,27,1,2799.0,0.08,2575.08,2197.22,377.86,Average
500,20210516,669,346,48,48,16,2,334.8,0.12,589.25,413.81,175.44,Good
501,20210409,333,557,15,7,1,1,1299.0,0.0,1299.0,779.4,519.6,Excellent
511,20210106,1596,162,48,120,2,3,2468.7,0.15,6295.18,5310.17,985.01,Average
512,20210720,1848,307,15,71,25,2,1428.7,0.28,2057.33,1971.61,85.72,Poor
513,20210618,1591,85,7,213,19,2,1483.65,0.22,2314.49,1991.06,323.43,Average
530,20210730,2527,317,31,199,1,1,3248.7,0.0,3248.7,2053.18,1195.52,Excellent
542,20210429,2351,359,23,71,1,1,2318.55,0.0,2318.55,1490.83,827.72,Excellent
554,20210811,2623,142,11,187,1,1,463.32,0.0,463.32,366.49,96.83,Good
559,20210208,3177,142,20,215,1,2,463.32,0.0,926.64,732.97,193.67,Good
565,20211008,1191,225,42,201,1,2,629.1,0.0,1258.2,810.28,447.92,Excellent
572,20211107,3844,555,1,243,1,1,1999.0,0.0,1999.0,1505.25,493.75,Good
577,20210716,1525,294,28,127,35,1,484.92,0.15,412.18,309.38,102.8,Good
579,20211205,2733,260,45,130,1,1,1186.92,0.0,1186.92,707.4,479.52,Excellent
580,20210330,2780,41,9,57,30,4,3123.75,0.18,10245.9,8808.98,1436.92,Average
582,20210314,2248,647,31,194,14,1,1099.0,0.1,989.1,847.33,141.77,Average
592,20211024,238,557,14,152,1,3,1299.0,0.0,3897.0,2338.2,1558.8,Excellent
600,20210220,3696,395,42,138,25,2,3248.75,0.28,4678.2,4977.08,-298.88,Poor
628,20210815,4135,280,34,118,10,2,1099.0,0.1,1978.2,1560.58,417.62,Good
632,20210521,4235,626,36,196,18,1,139.0,0.3,97.3,94.1,3.2,Poor
642,20210521,3140,269,16,173,1,2,584.1,0.0,1168.2,870.31,297.89,Good
655,20210421,1857,367,43,164,1,1,2028.55,0.0,2028.55,1184.67,843.88,Excellent
658,20210321,2254,568,20,244,1,2,599.0,0.0,1198.0,912.88,285.12,Good
671,20210511,1655,676,18,160,1,1,109.0,0.0,109.0,72.92,36.08,Excellent
687,20210723,376,549,24,23,1,2,999.0,0.0,1998.0,1240.76,757.24,Excellent
688,20210722,1260,167,47,93,1,1,579.0,0.0,579.0,346.24,232.76,Excellent
690,20210512,647,216,40,158,1,4,170.69,0.0,682.76,536.65,146.11,Good
692,20210106,2179,437,40,82,2,2,2068.85,0.15,3517.04,3037.07,479.97,Average
694,20210107,3193,551,16,169,1,1,599.0,0.0,599.0,400.73,198.27,Excellent
695,20210806,1205,684,37,26,1,1,479.0,0.0,479.0,337.7,141.3,Good
696,20211122,4100,171,13,235,11,3,479.0,0.25,1077.75,885.19,192.56,Average
702,20210406,1308,468,42,129,1,2,160.59,0.0,321.18,231.57,89.61,Good
708,20210628,2908,441,2,137,1,1,916.92,0.0,916.92,511.64,405.28,Excellent
716,20211103,898,251,49,140,1,1,2199.0,0.0,2199.0,1666.84,532.16,Good
721,20210717,1438,461,14,175,1,1,279.0,0.0,279.0,164.33,114.67,Excellent
724,20210913,478,484,18,116,39,1,2643.85,0.35,1718.5,1800.46,-81.96,Poor
728,20210606,3269,75,50,199,33,3,2208.7,0.12,5830.97,3843.14,1987.83,Excellent
729,20210902,3491,395,29,147,1,2,3248.75,0.0,6497.5,4977.08,1520.42,Good
734,20210811,2724,210,34,187,35,2,1948.7,0.15,3312.79,2856.79,456.0,Average
738,20210330,2099,86,45,86,21,2,1688.7,0.1,3039.66,2110.88,928.78,Excellent
746,20210811,2669,267,1,123,1,1,1086.05,0.0,1086.05,631.0,455.05,Excellent
748,20211006,877,519,50,4,1,1,349.0,0.0,349.0,198.23,150.77,
750,20210911,2866,456,35,130,24,3,1493.85,0.2,3585.24,2859.23,726.01,Good
753,20210506,3361,452,17,154,23,1,1294.92,0.2,1035.94,909.03,126.91,Average
773,20211106,2107,59,47,60,27,1,1148.85,0.08,1056.94,912.19,144.75,Average
776,20211121,4095,71,6,247,1,3,79.0,0.0,237.0,181.54,55.46,Good
779,20211225,662,479,29,41,1,1,1593.55,0.0,1593.55,1263.69,329.86,Good
785,20210516,2316,626,8,54,1,1,139.0,0.0,139.0,94.1,44.9,Excellent
789,20211104,1345,484,13,163,1,2,2643.85,0.0,5287.7,3600.92,1686.78,Excellent
790,20210118,3056,511,47,7,39,1,861.35,0.35,559.88,521.98,37.9,Poor
796,20210517,2704,125,1,205,33,1,2078.7,0.12,1829.26,1344.92,484.34,Good
797,20210213,4268,12,5,77,1,2,1948.7,0.0,3897.4,2771.05,1126.35,Good
801,20211210,3929,470,22,229,1,1,623.75,0.0,623.75,422.28,201.47,Excellent
809,20210414,1448,239,29,23,1,1,2338.7,0.0,2338.7,1737.65,601.05,Good
813,20210123,388,641,42,91,2,1,1499.0,0.15,1274.15,899.4,374.75,Good
837,20211109,4553,297,42,28,18,5,2548.3,0.3,8919.05,9556.12,-637.07,Poor
838,20210301,727,291,36,9,1,3,3623.55,0.0,10870.65,8489.98,2380.67,Good
842,20210506,4499,648,31,198,1,1,1499.0,0.0,1499.0,855.93,643.07,Excellent
845,20210317,4451,649,50,143,1,2,649.0,0.0,1298.0,890.43,407.57,Excellent
863,20210126,4083,407,21,246,38,1,628.6,0.25,471.45,480.88,-9.43,Poor
866,20210216,698,332,39,99,1,3,179.0,0.0,537.0,429.6,107.4,Good
880,20210310,416,486,49,247,20,3,973.7,0.15,2482.94,2030.16,452.78,Good
882,20210219,3448,326,27,1,1,3,1999.0,0.0,5997.0,3904.05,2092.95,Excellent
883,20210527,3943,402,19,171,1,2,281.79,0.0,563.58,446.92,116.66,Good
886,20211026,246,694,33,104,23,1,999.0,0.2,799.2,631.37,167.83,Good
887,20210515,3772,17,4,155,25,1,1311.99,0.28,944.63,911.83,32.8,Poor
891,20210323,187,114,45,146,23,1,749.0,0.2,599.2,584.97,14.23,Poor
893,20210603,2385,664,33,165,1,1,399.0,0.0,399.0,247.78,151.22,Excellent
906,20210829,1437,306,44,56,1,1,943.65,0.0,943.65,672.82,270.83,Good
925,20211006,2423,684,32,245,21,4,479.0,0.1,1724.4,1350.78,373.62,Good
937,20210824,3109,242,3,4,21,2,1438.8,0.1,2589.84,1663.25,926.59,Excellent
950,20210915,466,117,28,57,22,1,2220.99,0.25,1665.74,1692.39,-26.65,Poor
961,20211011,3809,177,21,191,1,2,2068.85,0.0,4137.7,2565.37,1572.33,
964,20210425,4240,163,22,164,1,2,838.8,0.0,1677.6,993.14,684.46,Excellent
976,20210321,1942,117,21,16,1,1,2220.99,0.0,2220.99,1692.39,528.6,Good
979,20210809,2265,158,49,81,1,2,376.92,0.0,753.84,437.23,316.61,Excellent
982,20210718,617,129,7,74,1,1,449.0,0.0,449.0,294.1,154.9,Excellent
984,20210523,3848,335,7,217,15,2,1799.1,0.15,3058.47,2043.78,1014.69,Excellent
985,20210526,3064,470,34,150,1,1,623.75,0.0,623.75,422.28,201.47,Excellent
986,20211004,1489,540,38,1,10,3,1953.85,0.1,5275.4,4642.35,633.05,Average
993,20210815,3147,602,23,8,1,1,1199.0,0.0,1199.0,824.91,374.09,Excellent
999,20211221,4749,260,25,191,1,1,1186.92,0.0,1186.92,707.4,479.52,Excellent
1000,20210224,1185,330,21,131,1,1,2339.1,0.0,2339.1,1840.87,498.23,Good
1004,20211109,4456,347,24,50,1,1,1599.0,0.0,1599.0,1165.67,433.33,Good
1006,20210709,2908,347,37,200,29,1,1599.0,0.15,1359.15,1165.67,193.48,Average
1012,20210915,4574,287,15,237,1,2,1013.55,0.0,2027.1,1185.85,841.25,Excellent
1032,20210423,3284,61,21,43,3,3,251.49,0.3,528.13,562.08,-33.95,Poor
1034,20211106,2231,27,30,216,1,5,403.65,0.0,2018.25,1495.52,522.73,Good
1050,20210621,526,468,47,218,11,1,160.59,0.25,120.44,115.79,4.65,Poor
1054,20210504,11,445,44,85,23,1,1428.7,0.2,1142.96,967.23,175.73,Average
1057,20210723,2244,260,15,241,1,1,1186.92,0.0,1186.92,707.4,479.52,Excellent
1063,20210528,2584,108,17,244,22,2,79.0,0.25,118.5,110.76,7.74,Poor
1069,20210423,4725,648,43,27,37,1,1499.0,0.2,1199.2,855.93,343.27,Good
1071,20210611,3185,21,40,169,25,1,3499.0,0.28,2519.28,2757.21,-237.93,Poor
1087,20210421,4492,151,30,179,20,3,999.0,0.15,2547.45,2010.99,536.46,Good
1089,20211005,128,59,38,205,1,4,1148.85,0.0,4595.4,3648.75,946.65,Good
1108,20210916,3254,86,25,232,25,3,1688.7,0.28,3647.59,3166.31,481.28,Average
1110,20210728,887,142,5,209,35,2,463.32,0.15,787.64,732.97,54.67,Poor
1112,20210711,911,139,38,201,1,2,1599.0,0.0,3198.0,2334.54,863.46,Good
1122,20210808,724,227,3,18,17,1,249.0,0.18,204.18,140.68,63.5,Excellent
1126,20210210,905,683,9,9,16,2,799.0,0.12,1406.24,1132.98,273.26,Good
1132,20210323,4943,551,24,161,31,1,599.0,0.15,509.15,400.73,108.42,Good
1142,20210901,1428,437,49,162,1,1,2068.85,0.0,2068.85,1518.54,550.31,Good
1143,20210516,145,253,50,216,36,2,1298.7,0.1,2337.66,1916.88,420.78,Good
1144,20210416,2640,415,16,228,1,1,1953.85,0.0,1953.85,1244.6,709.25,Excellent
1152,20211227,4545,429,10,193,29,2,399.0,0.15,678.3,476.41,201.89,Good
1177,20210302,1784,69,23,66,30,1,1623.75,0.18,1331.48,1091.16,240.32,Good
1183,20211116,3513,142,21,195,1,3,463.32,0.0,1389.96,1099.46,290.5,Good
1188,20211119,4362,340,1,174,1,5,514.8,0.0,2574.0,1786.36,787.64,Excellent
1195,20210211,1370,401,1,163,1,4,1873.75,0.0,7495.0,4924.22,2570.78,Excellent
1206,20210504,240,21,9,9,25,3,3499.0,0.28,7557.84,8271.64,-713.8,Poor
1210,20211105,3453,585,26,133,1,1,249.0,0.0,249.0,188.74,60.26,Good
1211,20210805,327,341,11,210,11,1,2499.0,0.25,1874.25,1546.88,327.37,Average
1221,20210419,1174,418,32,48,30,2,4418.3,0.18,7246.01,5487.53,1758.48,Good
1227,20210527,3239,332,17,185,1,1,179.0,0.0,179.0,143.2,35.8,Good
1232,20211010,1233,454,13,123,1,1,1513.99,0.0,1513.99,885.68,628.31,Excellent
1236,20211128,4846,114,38,86,9,1,749.0,0.3,524.3,584.97,-60.67,Poor
1238,20210802,4907,360,26,200,1,2,1099.0,0.0,2198.0,1685.87,512.13,Good
1243,20210330,4307,663,42,195,1,2,649.0,0.0,1298.0,746.35,551.65,Excellent
1255,20211203,1283,375,14,122,35,1,2548.98,0.15,2166.63,1593.11,573.52,Good
1258,20210715,3471,680,34,85,1,1,199.0,0.0,199.0,122.78,76.22,
1267,20210514,3131,296,47,110,33,2,2499.0,0.12,4398.24,3353.66,1044.58,Good
1271,20210626,3665,209,4,49,1,1,1078.65,0.0,1078.65,693.57,385.08,Excellent
1273,20210129,1231,265,49,20,29,4,699.0,0.15,2376.6,2094.2,282.4,Average
1282,20210715,3152,666,42,120,34,3,349.0,0.22,816.66,642.86,173.8,Good
1288,20210406,3586,183,49,106,29,2,1608.85,0.15,2735.04,2007.84,727.2,Good
1302,20210118,2266,210,15,226,22,3,1948.7,0.25,4384.58,4285.19,99.39,Poor
1310,20210714,991,589,15,160,1,1,699.0,0.0,699.0,466.93,232.07,Excellent
1313,20211219,1993,344,25,212,1,2,179.0,0.0,358.0,274.23,83.77,Good
1314,20210509,1055,511,39,239,4,3,861.35,0.2,2067.24,1565.93,501.31,
1328,20211220,188,691,17,238,29,2,899.0,0.15,1528.3,1168.7,359.6,Good
1329,20210413,480,606,19,155,1,1,1649.0,0.0,1649.0,1248.29,400.71,Good
1338,20210131,4467,676,29,43,1,1,109.0,0.0,109.0,72.92,36.08,Excellent
1351,20211019,2367,85,38,216,20,2,1483.65,0.15,2522.2,1991.06,531.14,Good
1358,20210210,2672,69,47,131,1,2,1623.75,0.0,3247.5,2182.32,1065.18,Excellent
1360,20210812,1747,326,40,52,1,1,1999.0,0.0,1999.0,1301.35,697.65,Excellent
1361,20210828,2302,229,46,49,1,1,1666.35,0.0,1666.35,1191.44,474.91,Good
1370,20211103,4809,516,26,197,28,2,140.39,0.1,252.7,163.69,89.01,Excellent
1372,20210318,1894,447,1,217,1,1,1618.65,0.0,1618.65,1154.1,464.55,Good
1380,20210125,2836,246,18,124,1,3,241.65,0.0,724.95,577.79,147.16,Good
1386,20211213,527,34,47,64,1,4,649.0,0.0,2596.0,1656.25,939.75,Excellent
1403,20211118,340,507,48,51,37,3,861.35,0.2,2067.24,2018.14,49.1,Poor
1418,20211208,2120,170,39,117,23,1,699.0,0.2,559.2,426.39,132.81,Good
1420,20211129,3258,411,12,172,8,1,2299.0,0.35,1494.35,1652.98,-158.63,Poor
1426,20211025,3344,56,7,166,1,1,1699.0,0.0,1699.0,973.53,725.47,Excellent
1440,20210427,1170,435,46,208,13,2,1078.92,0.4,1294.7,1717.64,-422.94,Poor
1444,20210608,1969,331,23,222,26,1,1948.7,0.12,1714.86,1171.17,543.69,Excellent
1449,20211223,1534,140,38,188,1,1,274.8,0.0,274.8,190.99,83.81,Excellent
1451,20210131,2606,105,10,203,1,1,1818.6,0.0,1818.6,1047.51,771.09,Excellent
1452,20210310,3434,326,31,77,1,1,1999.0,0.0,1999.0,1301.35,697.65,Excellent
1457,20210603,2098,17,8,43,32,1,1311.99,0.2,1049.59,911.83,137.76,Average
1469,20211211,1450,157,22,160,28,1,322.92,0.1,290.63,194.72,95.91,Excellent
1477,20210507,3649,318,20,175,15,3,694.8,0.15,1771.74,1254.81,516.93,Good
1479,20210206,3989,326,14,28,1,4,1999.0,0.0,7996.0,5205.4,2790.6,Excellent
1490,20210429,4641,11,5,144,33,1,873.75,0.12,768.9,527.74,241.16,Excellent
1498,20210528,277,151,40,235,4,1,999.0,0.2,799.2,670.33,128.87,Average
1507,20211227,3312,97,21,53,7,3,3333.55,0.2,8000.52,5550.36,2450.16,Excellent
1509,20210919,2440,167,50,145,1,3,579.0,0.0,1737.0,1038.73,698.27,Excellent
1511,20210128,4283,362,44,196,1,2,1349.1,0.0,2698.2,2074.92,623.28,Good
1515,20211208,4907,104,11,148,38,1,561.25,0.25,420.94,326.65,94.29,Good
1518,20211123,699,367,32,237,1,1,2028.55,0.0,2028.55,1184.67,843.88,Excellent
1522,20210217,4192,291,40,173,26,1,3623.55,0.12,3188.72,2829.99,358.73,Average
1524,20210627,3202,275,27,45,1,1,1198.8,0.0,1198.8,666.53,532.27,Excellent
1526,20210203,1084,44,43,93,37,1,1438.8,0.2,1151.04,874.79,276.25,Good
1537,20210911,2163,628,4,59,35,1,2499.0,0.15,2124.15,1414.43,709.72,Excellent
1545,20211111,127,26,46,239,1,2,549.0,0.0,1098.0,714.8,383.2,Excellent
1548,20211117,4455,585,10,220,1,2,249.0,0.0,498.0,377.48,120.52,Good
1553,20210813,1628,557,44,176,24,1,1299.0,0.2,1039.2,779.4,259.8,Good
1554,20210808,1004,540,49,180,1,5,1953.85,0.0,9769.25,7737.25,2032.0,
1555,20210623,1771,54,27,143,1,1,799.0,0.0,799.0,453.03,345.97,Excellent
1557,20211231,2283,324,7,1,38,1,49.49,0.25,37.12,32.47,4.65,Average
1559,20210217,4588,692,21,1,5,1,799.0,0.1,719.1,553.71,165.39,Good
1568,20210125,761,435,26,103,36,1,1078.92,0.1,971.03,858.82,112.21,Average
1569,20210413,606,69,20,69,10,1,1623.75,0.1,1461.38,1091.16,370.22,Good
1570,20210128,3001,627,2,186,1,2,2799.0,0.0,5598.0,4394.43,1203.57,Good
1575,20211023,4696,694,19,169,40,1,999.0,0.18,819.18,631.37,187.81,Good
1580,20210909,2179,662,21,234,1,2,799.0,0.0,1598.0,1246.44,351.56,Good
1593,20210714,4096,668,45,221,1,2,149.0,0.0,298.0,165.69,132.31,Excellent
1594,20210209,4806,20,13,114,1,2,1799.0,0.0,3598.0,2594.16,1003.84,Good
1598,20210527,318,671,8,150,27,1,349.0,0.08,321.08,212.19,108.89,Excellent
1605,20210529,3202,129,11,142,1,3,449.0,0.0,1347.0,882.29,464.71,Excellent
1618,20211031,1318,330,30,234,8,2,2339.1,0.35,3040.83,3681.74,-640.91,Poor
1630,20210704,4357,130,5,158,36,3,1948.7,0.1,5261.49,4431.34,830.15,Average
1637,20210513,2397,635,46,193,1,1,69.0,0.0,69.0,49.13,19.87,Good
1643,20210821,4476,423,32,84,1,2,449.0,0.0,898.0,544.19,353.81,Excellent
1649,20210619,823,41,29,208,1,2,3123.75,0.0,6247.5,4404.49,1843.01,Good
1655,20210907,1949,74,12,26,1,1,649.0,0.0,649.0,375.12,273.88,Excellent
1660,20210303,3723,157,18,9,20,1,322.92,0.15,274.48,194.72,79.76,Good
1662,20210622,4080,130,6,233,1,1,1948.7,0.0,1948.7,1477.11,471.59,Good
1673,20210729,3943,519,28,112,1,1,349.0,0.0,349.0,198.23,150.77,Excellent
1683,20210517,3768,223,47,189,25,3,180.79,0.28,390.51,324.34,66.17,Average
1690,20210411,732,507,21,188,14,1,861.35,0.1,775.22,672.71,102.51,Average
1697,20210603,4703,626,47,148,1,2,139.0,0.0,278.0,188.21,89.79,Excellent
1709,20210526,2358,602,26,137,1,1,1199.0,0.0,1199.0,824.91,374.09,Excellent
1710,20210730,3230,77,1,134,1,1,355.98,0.0,355.98,270.19,85.79,Good
1721,20210609,3689,192,9,101,1,2,100.98,0.0,201.96,147.03,54.93,Good
1725,20210918,1682,188,34,164,33,1,358.8,0.12,315.74,242.19,73.55,Good
1729,20210917,3135,655,10,80,26,1,1599.0,0.12,1407.12,1023.36,383.76,Good
1731,20210416,2997,180,8,111,1,1,1299.0,0.0,1299.0,822.27,476.73,Excellent
1732,20210729,1881,171,23,70,1,2,479.0,0.0,958.0,590.13,367.87,Excellent
1733,20210730,1786,217,1,24,15,3,1558.7,0.15,3974.69,3039.46,935.23,Good
1735,20210330,472,658,18,182,1,5,999.0,0.0,4995.0,3251.74,1743.26,Excellent
1739,20210817,4801,76,6,126,21,1,3498.75,0.1,3148.88,2620.56,528.32,Average
1740,20210316,2787,50,12,64,1,1,1699.0,0.0,1699.0,1197.79,501.21,Good
1744,20210705,435,266,30,150,24,3,862.92,0.2,2071.01,1514.42,556.59,
1748,20211024,4877,550,48,97,1,1,699.0,0.0,699.0,419.4,279.6,Excellent
1755,20210425,914,33,16,64,29,1,1349.1,0.15,1146.73,751.45,395.28,Excellent
1758,20210403,1246,631,11,36,1,2,699.0,0.0,1398.0,819.23,578.77,Excellent
1763,20210223,3852,305,23,133,1,4,1348.65,0.0,5394.6,4272.52,1122.08,Good
1768,20210421,768,350,24,179,23,1,2318.55,0.2,1854.84,1769.05,85.79,Poor
1782,20210424,2659,570,26,14,1,2,1299.0,0.0,2598.0,1826.39,771.61,Good
1785,20210722,2814,626,32,99,1,3,139.0,0.0,417.0,282.31,134.69,Excellent
1786,20210609,4180,250,2,93,23,1,1528.98,0.2,1223.18,850.11,373.07,Excellent
1797,20210724,1937,117,21,59,22,2,2220.99,0.25,3331.48,3384.79,-53.31,Poor
